iter	Logloss
141	0.0008566446747
142	0.0008472440943
143	0.0008354362462
144	0.0008226419648
145	0.0008131681448
146	0.00080393206
147	0.0007913278215
148	0.0007784170779
149	0.0007669667365
150	0.0007545423476
151	0.0007447537519
152	0.0007321676627
153	0.0007210493913
154	0.0007116904343
155	0.0007003228656
156	0.0006931954507
157	0.0006846790039
158	0.00067582856
159	0.0006673589816
160	0.0006586947
161	0.0006492716555
162	0.0006402961067
163	0.0006402830341
164	0.0006322948356
165	0.0006322876415
166	0.000623594787
167	0.0006235926031
168	0.0006235926031
169	0.0006133278015
170	0.0006133065202
171	0.0006054031589
172	0.0006054066186
173	0.0006054066186
174	0.0006054066186
175	0.0005993979362
176	0.0005994120145
177	0.0005994120145
178	0.0005918817397
179	0.0005819079341
180	0.0005747641729
181	0.0005747537227
182	0.0005747537227
183	0.0005674204945
184	0.0005595741992
185	0.0005595731581
186	0.0005595750896
187	0.0005595744251
188	0.0005595744251
189	0.0005595744251
190	0.0005595593634
191	0.0005595593634
192	0.0005523718923
193	0.0005523718923
194	0.0005523801275
195	0.0005523844777
196	0.0005523714316
197	0.0005505905215
198	0.0005505905215
199	0.0005505626751
200	0.0005505810193
201	0.0005505877262
202	0.0005505868048
203	0.0005441668811
204	0.0005441553589
205	0.0005441504993
206	0.0005441420559
207	0.0005441420559
208	0.000544151908
209	0.0005441459454
210	0.000544146756
211	0.0005441520498
212	0.0005441520498
213	0.0005441363856
214	0.0005441246907
215	0.0005441246907
216	0.0005441313798
217	0.000544116172
218	0.000544116172
219	0.0005441162606
220	0.0005441138374
221	0.0005359908636
222	0.0005359664991
223	0.0005359828233
224	0.0005359705613
225	0.0005359666984
226	0.0005359454748
227	0.0005359616926
228	0.0005359616926
229	0.0005359470607
230	0.000535949218
231	0.000535949218
232	0.0005293453204
233	0.0005293446604
234	0.0005293421796
235	0.0005286672128
236	0.0005286531346
237	0.0005286565013
238	0.0005286366642
239	0.0005286471143
240	0.0005286471143
241	0.0005211477691
242	0.0005211176768
243	0.00052114512
244	0.0005211322467
245	0.0005211201531
246	0.0005211203569
247	0.0005211013216
248	0.000521101233
249	0.0005210959038
250	0.0005210954519
251	0.0005210971442
252	0.0005211081481
253	0.0005210844481
254	0.0005210897772
255	0.0005210856574
256	0.0005210748839
257	0.0005139566965
258	0.0005074190525
259	0.0005074190525
260	0.0005074089745
261	0.0005023552599
262	0.0005023472551
263	0.0005023426214
264	0.0005023316175
265	0.0005023590607
266	0.0005023360828
267	0.0005023323706
268	0.0005023244189
269	0.0005023246803
270	0.0005023216591
271	0.0005023291722
272	0.0005023078688
273	0.0005023051842
274	0.0005023065088
275	0.0005023065088
276	0.0005023027124
277	0.0005022998019
278	0.0005022998019
279	0.0005023011265
280	0.0005022882576
281	0.0005022902156
282	0.0005022971838
283	0.0005022892632
284	0.0005022834733
285	0.0005022789548
286	0.0005022750122
287	0.0005022750122
288	0.0005022533854
289	0.0005022540764
290	0.0005022403437
291	0.0005022528095
292	0.0005022484682
293	0.0005022484682
294	0.0005022484682
295	0.0004953965003
296	0.0004953950872
297	0.0004953956985
298	0.0004953809824
299	0.0004953713651
300	0.0004953829094
301	0.0004953717948
302	0.0004953717948
303	0.0004953742135
304	0.0004953720517
305	0.0004953710771
306	0.0004953602239
307	0.0004953389692
308	0.0004953477847
309	0.0004953477537
310	0.0004953477537
311	0.000495334938
312	0.0004953377908
313	0.0004953377908
314	0.0004953377908
315	0.0004953322623
316	0.000495329755
317	0.0004953274514
318	0.0004953274514
319	0.0004953274514
320	0.0004953113266
321	0.0004953120176
322	0.0004953059752
323	0.000495303149
324	0.0004952991178
325	0.0004953063474
326	0.0004952990912
327	0.0004952934741
328	0.0004952864792
329	0.0004952864792
330	0.0004952813538
331	0.0004952913743
332	0.0004883124277
333	0.0004883161178
334	0.0004883182751
335	0.0004882889004
336	0.0004882898219
337	0.0004882996385
338	0.0004883066112
339	0.0004882936847
340	0.0004814330697
341	0.0004814221854
342	0.0004814188453
343	0.0004814186194
344	0.0004814237448
345	0.0004814083664
346	0.0004814083664
347	0.000481391927
348	0.0004814085413
349	0.0004814003106
350	0.0004813954421
351	0.0004813973403
352	0.0004813881593
353	0.0004814035045
354	0.0004814016595
355	0.0004813825954
356	0.0004813764666
357	0.0004813765508
358	0.0004813765508
359	0.0004813759417
360	0.0004813749361
361	0.0004813749361
362	0.0004813672192
363	0.0004813672192
364	0.0004813584125
365	0.0004813535441
366	0.0004813519582
367	0.0004813444761
368	0.0004813444761
369	0.0004813256955
370	0.0004813160804
371	0.0004813298485
372	0.000481314758
373	0.0004813126826
374	0.0004813169176
375	0.0004813172654
376	0.0004812945156
377	0.0004812907457
378	0.0004812958977
379	0.0004812958977
380	0.0004752642906
381	0.0004752642906
382	0.0004752817643
383	0.0004752591607
384	0.0004752635685
385	0.000475240852
386	0.0004752455166
387	0.0004752448765
388	0.0004752569768
389	0.0004752340831
390	0.0004752419461
391	0.0004752410823
392	0.0004752215597
393	0.0004752341429
394	0.0004752264858
395	0.0004752236263
396	0.0004752292545
397	0.000475222078
398	0.000475222078
399	0.0004752141574
400	0.0004752013461
401	0.0004752027548
402	0.0004752004202
403	0.0004752073619
404	0.0004752073619
405	0.0004752022675
406	0.0004751885016
407	0.0004751936845
408	0.0004751916158
409	0.0004751934852
410	0.0004751868869
411	0.0004751745939
412	0.0004751835467
413	0.0004751743059
414	0.0004751743059
415	0.0004751700732
416	0.0004751728374
417	0.0004751660707
418	0.0004751561079
419	0.0004751681462
420	0.0004751681462
421	0.0004751643475
422	0.0004751540657
423	0.0004751484198
424	0.0004751631337
425	0.0004751468627
426	0.000475150637
427	0.0004751421448
428	0.0004751489403
429	0.0004751489403
430	0.0004751440408
431	0.000475143177
432	0.0004751359784
433	0.0004751359784
434	0.0004751359784
435	0.0004751267398
436	0.0004751316947
437	0.000475128926
438	0.0004751226488
439	0.0004751150515
440	0.0004751154502
441	0.0004751152775
442	0.0004750964504
443	0.0004751067809
444	0.0004751067809
445	0.0004750937658
446	0.0004750961004
447	0.0004750875773
448	0.0004750914645
449	0.0004750766332
450	0.0004750691179
451	0.0004750882373
452	0.0004750882373
453	0.00047507491
454	0.0004750574583
455	0.0004750630445
456	0.0004750720859
457	0.0004750720859
458	0.000475052158
459	0.000475051035
460	0.0004750569998
461	0.0004750532256
462	0.000475028458
463	0.0004750362635
464	0.000475035517
465	0.0004750413335
466	0.0004750345646
467	0.0004750264734
468	0.0004750394884
469	0.0004750272508
470	0.0004750183534
471	0.0004750199681
472	0.0004750062044
473	0.0004749913442
474	0.0004750133143
475	0.0004750026338
476	0.0004750003015
477	0.0004750102932
478	0.0004750025187
479	0.0004750025187
480	0.0004749910585
481	0.0004749840371
482	0.0004749736977
483	0.0004749691704
484	0.0004749691704
485	0.0004749788209
486	0.0004749714783
487	0.0004749569948
488	0.0004749559006
489	0.000474949393
490	0.0004749466531
491	0.0004749466531
492	0.0004749540267
493	0.0004749465424
494	0.0004749465424
495	0.0004749465424
496	0.0004749465424
497	0.00047493747
498	0.0004749383072
499	0.0004749305283
500	0.0004749247473
501	0.0004749141199
502	0.0004749141199
503	0.0004749226121
504	0.0004749153603
505	0.0004749007283
506	0.0004749065758
507	0.0004749020307
508	0.0004749048504
509	0.0004748871352
510	0.0004748914344
511	0.0004748874231
512	0.0004748874231
513	0.0004748717368
514	0.0004748722263
515	0.0004748685074
516	0.0004748732851
517	0.0004748735464
518	0.0004748757924
519	0.0004748399988
520	0.0004748545421
521	0.0004748665206
522	0.0004748522142
523	0.000474832922
524	0.0004748378126
525	0.0004748326318
526	0.0004748407563
527	0.0004748390508
528	0.0004748342133
529	0.0004748342133
530	0.0004748224652
531	0.0004748170541
532	0.0004748089606
533	0.0004748179467
534	0.0004748023402
535	0.0004748147771
536	0.0004748147771
537	0.0004748070912
538	0.0004748164494
539	0.0004748004109
540	0.000474789695
541	0.0004747969268
542	0.0004747948226
543	0.0004748168215
544	0.0004747912255
545	0.0004747953409
546	0.0004747836792
547	0.0004747855818
548	0.0004747825296
549	0.0004747915711
550	0.0004747836792
551	0.0004747669186
552	0.0004747682476
553	0.0004747720485
554	0.0004747763388
555	0.0004747660282
556	0.0004747594919
557	0.0004747514051
558	0.0004747469442
559	0.0004747527562
560	0.0004747431389
561	0.0004747426206
562	0.0004747346689
563	0.0004747380999
564	0.0004747380999
565	0.0004747406648
566	0.0004747167035
567	0.0004747174277
568	0.0004747230382
569	0.0004747230382
570	0.0004747026806
571	0.000474712185
572	0.000474727415
573	0.0004747084439
574	0.0004747084439
575	0.0004747218355
576	0.0004747079788
577	0.0004746905892
578	0.0004746800194
579	0.0004746984744
580	0.0004746917963
581	0.0004746859223
582	0.0004746981045
583	0.0004746822632
584	0.0004746770004
585	0.0004746646676
586	0.0004746538498
587	0.0004746440818
588	0.0004746418381
589	0.0004746433908
590	0.0004746429035
591	0.0004746429035
592	0.0004746310712
593	0.0004746394216
594	0.0004746338332
595	0.0004746226012
596	0.000474617591
597	0.0004746057897
598	0.000474619755
599	0.0004746202733
600	0.0004746202733
601	0.0004746202733
602	0.0004745976963
603	0.0004746045471
604	0.0004746039425
605	0.0004746024208
606	0.0004746035703
607	0.0004745923095
608	0.0004745938954
609	0.0004745843379
610	0.0004745750373
611	0.0004745670325
612	0.0004745886837
613	0.0004745570962
614	0.0004745657345
615	0.0004745458664
616	0.0004745447722
617	0.0004745467037
618	0.0004745467037
619	0.0004745395272
620	0.0004745395272
621	0.000474528386
622	0.000474534548
623	0.0004745418928
624	0.0004745077161
625	0.0004745001409
626	0.000474497638
627	0.0004745030226
628	0.0004744993037
629	0.0004745021255
630	0.0004744977244
631	0.0004744858545
632	0.0004744869
633	0.0004744812784
634	0.0004744808199
635	0.0004744748285
636	0.0004744625067
637	0.0004744732204
638	0.0004744602629
639	0.0004744647526
640	0.0004744647526
641	0.0004744647526
642	0.0004744691006
643	0.0004744357833
644	0.0004744501827
645	0.0004744452589
646	0.0004744388089
647	0.000474445374
648	0.0004744378011
649	0.0004744257075
650	0.0004744063023
651	0.0004744063023
652	0.000474423807
653	0.0004744099282
654	0.0004744099282
655	0.0004744099282
656	0.0004744113103
657	0.0004744105306
658	0.0004743974934
659	0.0004743997349
660	0.0004744021515
661	0.0004744021515
662	0.0004744021515
663	0.0004744021515
664	0.0004743997372
665	0.0004743997372
666	0.0004744123801
667	0.0004743832358
668	0.000474382228
669	0.0004743903458
670	0.000474399334
671	0.0004743815081
672	0.0004743918453
673	0.0004743766396
674	0.0004743675716
675	0.000474388937
676	0.0004743633676
677	0.000474365844
678	0.0004743610065
679	0.0004743506671
680	0.0004743411428
681	0.0004743421484
682	0.0004743536108
683	0.0004743455705
684	0.0004743545566
685	0.0004743340838
686	0.0004743443634
687	0.0004743373951
688	0.0004743462372
689	0.0004743365025
690	0.0004743248673
691	0.0004743288144
692	0.0004743271133
693	0.0004743228562
694	0.0004743264267
695	0.0004743117947
696	0.0004743035905
697	0.000474306038
698	0.0004742993555
699	0.0004742993555
700	0.0004743001928
701	0.0004742914083
702	0.0004742927638
703	0.0004742561108
704	0.0004742685788
705	0.0004742670194
706	0.0004742703884
707	0.0004742703884
708	0.0004742703884
709	0.0004742703884
710	0.0004742703884
711	0.0004742703884
712	0.0004742599648
713	0.0004742607733
714	0.0004742671966
715	0.0004742564851
716	0.0004742590146
717	0.0004742540332
718	0.0004742432065
719	0.0004742432065
720	0.0004742399859
721	0.0004742328117
722	0.0004742328117
723	0.0004742174953
724	0.0004742226185
725	0.0004742327586
726	0.0004742148462
727	0.0004742113333
728	0.0004742017736
729	0.0004742134907
730	0.00047420151
731	0.0004742024669
732	0.0004741943712
733	0.0004741831724
734	0.0004741842356
735	0.0004741815622
736	0.0004741839787
737	0.0004741921297
738	0.0004741764633
739	0.0004741734975
740	0.0004741773294
741	0.000474176058
742	0.0004741726891
743	0.000474170875
744	0.000474144156
745	0.000474144156
746	0.0004741457397
747	0.0004741448183
748	0.0004741548963
749	0.000474133099
750	0.000474130647
751	0.000474130647
752	0.0004741397483
753	0.0004741367825
754	0.0004741279448
755	0.0004741036423
756	0.0004741090557
757	0.000474097075
758	0.0004741053124
759	0.0004741032968
760	0.0004740894179
761	0.0004741054232
762	0.0004740872273
763	0.0004740872273
764	0.0004740855307
765	0.000474086193
766	0.0004740712442
767	0.000474061288
768	0.0004740658663
769	0.0004740594718
770	0.0004740632461
771	0.0004740632461
772	0.0004740632461
773	0.0004740632461
774	0.0004740483594
775	0.0004740409858
776	0.0004740467757
777	0.0004740465697
778	0.0004740428574
779	0.0004740255786
780	0.0004740081004
781	0.0004740236759
782	0.0004740187875
783	0.0004740072964
784	0.0004740115845
785	0.0004739878602
786	0.0004739903032
787	0.0004739740964
788	0.0004739755627
789	0.0004739706123
790	0.0004739574799
791	0.0004739574799
792	0.0004739574799
793	0.0004739593249
794	0.000473956822
795	0.0004739540843
796	0.0004739509746
797	0.0004739294696
798	0.0004739319703
799	0.0004739427682
800	0.0004739166805
801	0.0004739130191
802	0.0004738928099
803	0.0004739024272
804	0.0004738907323
805	0.0004738943094
806	0.0004738836223
807	0.0004738764237
808	0.0004738714135
809	0.0004738710414
810	0.0004738558069
811	0.0004738637852
812	0.0004738624584
813	0.0004738609323
814	0.0004738479748
815	0.0004738366011
816	0.0004738319918
817	0.0004738529829
818	0.0004738469383
819	0.000473828944
820	0.0004738355933
821	0.0004738248552
822	0.0004738097647
823	0.0004738220023
824	0.0004738045263
825	0.0004737922001
826	0.0004738064223
827	0.0004738055652
828	0.000473778638
829	0.0004737791563
830	0.0004737709211
831	0.0004737600634
832	0.0004737568118
833	0.0004737619971
834	0.0004737481447
835	0.0004737532989
836	0.0004737321639
837	0.0004737351297
838	0.0004737420115
839	0.0004737247349
840	0.0004737211954
841	0.0004737298072
842	0.0004737146835
843	0.0004737064483
844	0.0004736993981
845	0.0004737022465
846	0.0004736989351
847	0.0004736770248
848	0.0004736883654
849	0.0004736788345
850	0.0004736777735
851	0.0004736636332
852	0.0004736706879
853	0.0004736601491
854	0.0004736473334
855	0.0004736627118
856	0.0004736389587
857	0.0004736470189
858	0.0004736325065
859	0.0004736369431
860	0.0004736388679
861	0.0004736268318
862	0.0004736153783
863	0.0004736137636
864	0.0004736112585
865	0.0004736143107
866	0.000473598414
867	0.0004735944116
868	0.0004736046624
869	0.0004735957671
870	0.0004735840168
871	0.0004735892574
872	0.0004735722709
873	0.0004735607531
874	0.0004735782269
875	0.0004735714669
876	0.0004735588483
877	0.0004735639759
878	0.0004735553398
879	0.0004735517693
880	0.0004735455763
881	0.0004735343731
882	0.0004735329068
883	0.0004735222861
884	0.0004735232894
885	0.0004735173312
886	0.0004735133
887	0.0004735079974
888	0.0004735122324
889	0.0004735052642
890	0.0004735052642
891	0.0004735052642
892	0.0004735052642
893	0.0004735052642
894	0.0004735052642
895	0.0004735052642
896	0.0004735052642
897	0.0004735052642
898	0.0004735052642
899	0.0004735052642
900	0.0004735052642
901	0.0004735052642
902	0.0004735052642
903	0.0004735052642
904	0.0004735052642
905	0.0004735052642
906	0.0004735052642
907	0.0004735052642
908	0.0004735052642
909	0.0004735052642
910	0.0004735052642
911	0.0004735052642
912	0.0004735052642
913	0.0004735052642
914	0.0004735052642
915	0.0004735052642
916	0.0004735052642
917	0.0004735052642
918	0.0004735052642
919	0.0004735052642
920	0.0004735052642
921	0.0004735052642
922	0.0004735052642
923	0.0004735052642
924	0.0004735052642
925	0.0004735052642
926	0.0004735052642
927	0.0004735052642
928	0.0004735052642
929	0.0004735052642
930	0.0004735052642
931	0.0004735052642
932	0.0004735052642
933	0.0004735052642
934	0.0004735052642
935	0.0004735052642
936	0.0004735052642
937	0.0004735052642
938	0.0004735052642
939	0.0004735052642
940	0.0004735052642
941	0.0004735052642
942	0.0004735052642
943	0.0004735052642
944	0.0004735052642
945	0.0004735052642
946	0.0004735052642
947	0.0004735052642
948	0.0004735052642
949	0.0004735052642
950	0.0004735052642
951	0.0004735052642
952	0.0004735052642
953	0.0004735052642
954	0.0004735052642
955	0.0004735052642
956	0.0004735052642
957	0.0004735052642
958	0.0004735052642
959	0.0004735052642
960	0.0004735052642
961	0.0004735052642
962	0.0004735052642
963	0.0004735052642
964	0.0004735052642
965	0.0004735052642
966	0.0004735052642
967	0.0004735052642
968	0.0004735052642
969	0.0004735052642
970	0.0004735052642
971	0.0004735052642
972	0.0004735052642
973	0.0004735052642
974	0.0004735052642
975	0.0004735052642
976	0.0004735052642
977	0.0004735052642
978	0.0004735052642
979	0.0004735052642
980	0.0004735052642
981	0.0004735052642
982	0.0004735052642
983	0.0004735052642
984	0.0004735052642
985	0.0004735052642
986	0.0004735052642
987	0.0004735052642
988	0.0004735052642
989	0.0004735052642
990	0.0004735052642
991	0.0004735052642
992	0.0004735052642
993	0.0004735052642
994	0.0004735052642
995	0.0004735052642
996	0.0004735052642
997	0.0004735052642
998	0.0004735052642
999	0.0004735052642
